split,PMID,group,source,neg_kind,strata
train,10545328,pos,MEDLINE,pos,pos_MEDLINE
train,10555983,pos,MEDLINE,pos,pos_MEDLINE
train,10564600,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,10571231,pos,MEDLINE,pos,pos_MEDLINE
train,10572055,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,10575084,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,10583398,pos,MEDLINE,pos,pos_MEDLINE
train,10585425,pos,MEDLINE,pos,pos_MEDLINE
train,10589026,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,10590095,pos,MEDLINE,pos,pos_MEDLINE
train,10595530,pos,MEDLINE,pos,pos_MEDLINE
train,10599953,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,10601010,pos,MEDLINE,pos,pos_MEDLINE
train,10606515,pos,MEDLINE,pos,pos_MEDLINE
train,10615055,pos,MEDLINE,pos,pos_MEDLINE
train,10618385,pos,MEDLINE,pos,pos_MEDLINE
train,10623550,pos,MEDLINE,pos,pos_MEDLINE
train,10625646,pos,MEDLINE,pos,pos_MEDLINE
train,10631601,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,10636348,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,1064127,pos,MEDLINE,pos,pos_MEDLINE
train,10647180,pos,MEDLINE,pos,pos_MEDLINE
train,10648118,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,10655153,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,10655612,pos,MEDLINE,pos,pos_MEDLINE
train,10668048,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,10669593,pos,MEDLINE,pos,pos_MEDLINE
train,10673436,pos,MEDLINE,pos,pos_MEDLINE
train,10675344,pos,MEDLINE,pos,pos_MEDLINE
train,10676813,pos,MEDLINE,pos,pos_MEDLINE
train,10678173,pos,MEDLINE,pos,pos_MEDLINE
train,10692477,pos,MEDLINE,pos,pos_MEDLINE
train,10693812,pos,MEDLINE,pos,pos_MEDLINE
train,10698342,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,10698923,pos,MEDLINE,pos,pos_MEDLINE
train,10702283,pos,MEDLINE,pos,pos_MEDLINE
train,10704222,pos,MEDLINE,pos,pos_MEDLINE
train,10704311,pos,MEDLINE,pos,pos_MEDLINE
train,10715138,pos,MEDLINE,pos,pos_MEDLINE
train,10720937,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,10737391,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,10737784,pos,MEDLINE,pos,pos_MEDLINE
train,10745017,pos,MEDLINE,pos,pos_MEDLINE
train,10747012,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,10747989,pos,MEDLINE,pos,pos_MEDLINE
train,10749890,pos,MEDLINE,pos,pos_MEDLINE
train,10756111,pos,MEDLINE,pos,pos_MEDLINE
train,10757968,pos,MEDLINE,pos,pos_MEDLINE
train,10759866,pos,MEDLINE,pos,pos_MEDLINE
train,10773072,pos,MEDLINE,pos,pos_MEDLINE
train,10788472,pos,MEDLINE,pos,pos_MEDLINE
train,1078913,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,10799621,pos,MEDLINE,pos,pos_MEDLINE
train,10801444,pos,MEDLINE,pos,pos_MEDLINE
train,10802735,pos,MEDLINE,pos,pos_MEDLINE
train,10804217,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,10805598,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,10822174,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,10827952,pos,MEDLINE,pos,pos_MEDLINE
train,10831586,pos,MEDLINE,pos,pos_MEDLINE
train,10835359,pos,MEDLINE,pos,pos_MEDLINE
train,10838092,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,10857492,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,10860980,pos,MEDLINE,pos,pos_MEDLINE
train,10866658,pos,MEDLINE,pos,pos_MEDLINE
train,10869557,pos,MEDLINE,pos,pos_MEDLINE
train,10876243,pos,MEDLINE,pos,pos_MEDLINE
train,10880433,pos,MEDLINE,pos,pos_MEDLINE
train,10881258,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,10891264,pos,MEDLINE,pos,pos_MEDLINE
train,10891278,pos,MEDLINE,pos,pos_MEDLINE
train,10891511,pos,MEDLINE,pos,pos_MEDLINE
train,10892800,pos,MEDLINE,pos,pos_MEDLINE
train,10896663,pos,MEDLINE,pos,pos_MEDLINE
train,10896934,pos,MEDLINE,pos,pos_MEDLINE
train,10899999,pos,MEDLINE,pos,pos_MEDLINE
train,10903084,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,10903315,pos,MEDLINE,pos,pos_MEDLINE
train,10919224,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,10924115,pos,MEDLINE,pos,pos_MEDLINE
train,10926528,pos,MEDLINE,pos,pos_MEDLINE
train,10929756,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,10932246,pos,MEDLINE,pos,pos_MEDLINE
train,10934209,pos,MEDLINE,pos,pos_MEDLINE
train,10944213,pos,MEDLINE,pos,pos_MEDLINE
train,1094563,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,10946214,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,10949038,pos,MEDLINE,pos,pos_MEDLINE
train,10959838,pos,MEDLINE,pos,pos_MEDLINE
train,10966741,pos,MEDLINE,pos,pos_MEDLINE
train,10970520,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,10971589,pos,MEDLINE,pos,pos_MEDLINE
train,10972280,pos,MEDLINE,pos,pos_MEDLINE
train,10973948,pos,MEDLINE,pos,pos_MEDLINE
train,10977267,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,10988084,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,11003680,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,11005854,pos,MEDLINE,pos,pos_MEDLINE
train,11017202,pos,MEDLINE,pos,pos_MEDLINE
train,11027132,pos,MEDLINE,pos,pos_MEDLINE
train,11035810,pos,MEDLINE,pos,pos_MEDLINE
train,11036566,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,11041848,pos,MEDLINE,pos,pos_MEDLINE
train,11049741,pos,MEDLINE,pos,pos_MEDLINE
train,11050816,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,11053299,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,11056169,pos,MEDLINE,pos,pos_MEDLINE
train,11060011,pos,MEDLINE,pos,pos_MEDLINE
train,11060108,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,11069991,pos,MEDLINE,pos,pos_MEDLINE
train,11074005,pos,MEDLINE,pos,pos_MEDLINE
train,11078886,pos,MEDLINE,pos,pos_MEDLINE
train,11080143,pos,MEDLINE,pos,pos_MEDLINE
train,11080154,pos,MEDLINE,pos,pos_MEDLINE
train,11080476,pos,MEDLINE,pos,pos_MEDLINE
train,11087862,pos,MEDLINE,pos,pos_MEDLINE
train,11090271,pos,MEDLINE,pos,pos_MEDLINE
train,11090627,pos,MEDLINE,pos,pos_MEDLINE
train,11101293,pos,MEDLINE,pos,pos_MEDLINE
train,11101311,pos,MEDLINE,pos,pos_MEDLINE
train,11106763,pos,MEDLINE,pos,pos_MEDLINE
train,11112688,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,11126504,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,11141284,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,11149926,pos,PMC,pos,pos_PMC
train,11150563,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,11160923,pos,MEDLINE,pos,pos_MEDLINE
train,11161217,pos,MEDLINE,pos,pos_MEDLINE
train,11162539,pos,MEDLINE,pos,pos_MEDLINE
train,11169099,pos,MEDLINE,pos,pos_MEDLINE
train,11171077,pos,MEDLINE,pos,pos_MEDLINE
train,11178897,pos,MEDLINE,pos,pos_MEDLINE
train,11178908,pos,MEDLINE,pos,pos_MEDLINE
train,11179359,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,11179963,pos,MEDLINE,pos,pos_MEDLINE
train,11188697,pos,MEDLINE,pos,pos_MEDLINE
train,11216163,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,1122186,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,11224413,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,11226179,pos,MEDLINE,pos,pos_MEDLINE
train,11229279,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,11237626,pos,MEDLINE,pos,pos_MEDLINE
train,11239400,pos,MEDLINE,pos,pos_MEDLINE
train,11248823,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,11257231,pos,MEDLINE,pos,pos_MEDLINE
train,11257499,pos,MEDLINE,pos,pos_MEDLINE
train,11257514,pos,MEDLINE,pos,pos_MEDLINE
train,11258888,pos,MEDLINE,pos,pos_MEDLINE
train,11260171,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,11264583,pos,MEDLINE,pos,pos_MEDLINE
train,11271527,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,11283003,pos,MEDLINE,pos,pos_MEDLINE
train,11286556,pos,MEDLINE,pos,pos_MEDLINE
train,11293649,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,11297409,pos,MEDLINE,pos,pos_MEDLINE
train,11299791,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,11308145,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,11313498,pos,MEDLINE,pos,pos_MEDLINE
train,11320305,pos,MEDLINE,pos,pos_MEDLINE
train,11325528,pos,MEDLINE,pos,pos_MEDLINE
train,11333438,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,11344211,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,11344324,pos,MEDLINE,pos,pos_MEDLINE
train,11344332,pos,MEDLINE,pos,pos_MEDLINE
train,11346801,pos,MEDLINE,pos,pos_MEDLINE
train,11349148,pos,MEDLINE,pos,pos_MEDLINE
train,11352721,pos,MEDLINE,pos,pos_MEDLINE
train,11358512,pos,MEDLINE,pos,pos_MEDLINE
train,11371637,pos,MEDLINE,pos,pos_MEDLINE
train,11380252,pos,MEDLINE,pos,pos_MEDLINE
train,11401532,pos,MEDLINE,pos,pos_MEDLINE
train,11402193,pos,MEDLINE,pos,pos_MEDLINE
train,11406578,pos,MEDLINE,pos,pos_MEDLINE
train,11408620,pos,MEDLINE,pos,pos_MEDLINE
train,11408864,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,11412103,pos,MEDLINE,pos,pos_MEDLINE
train,11425302,pos,MEDLINE,pos,pos_MEDLINE
train,11425309,pos,MEDLINE,pos,pos_MEDLINE
train,11438672,pos,MEDLINE,pos,pos_MEDLINE
train,11456484,pos,MEDLINE,pos,pos_MEDLINE
train,11459332,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,11462004,pos,MEDLINE,pos,pos_MEDLINE
train,11463386,pos,MEDLINE,pos,pos_MEDLINE
train,11463392,pos,MEDLINE,pos,pos_MEDLINE
train,11463845,pos,MEDLINE,pos,pos_MEDLINE
train,11467656,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,11472846,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,11473261,pos,MEDLINE,pos,pos_MEDLINE
train,11478858,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,11483524,pos,MEDLINE,pos,pos_MEDLINE
train,11493912,pos,MEDLINE,pos,pos_MEDLINE
train,11500367,pos,MEDLINE,pos,pos_MEDLINE
train,11512381,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,11524676,pos,MEDLINE,pos,pos_MEDLINE
train,11530476,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,11536314,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,11537415,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,1154448,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,11545740,pos,MEDLINE,pos,pos_MEDLINE
train,11551966,pos,MEDLINE,pos,pos_MEDLINE
train,11553477,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,11554796,pos,MEDLINE,pos,pos_MEDLINE
train,11562499,pos,MEDLINE,pos,pos_MEDLINE
train,11564444,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,11566884,pos,MEDLINE,pos,pos_MEDLINE
train,11567092,pos,MEDLINE,pos,pos_MEDLINE
train,11575934,pos,MEDLINE,pos,pos_MEDLINE
train,11581264,pos,MEDLINE,pos,pos_MEDLINE
train,11584004,pos,MEDLINE,pos,pos_MEDLINE
train,11585694,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,11591353,pos,MEDLINE,pos,pos_MEDLINE
train,11599545,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,11601972,pos,MEDLINE,pos,pos_MEDLINE
train,11602345,pos,MEDLINE,pos,pos_MEDLINE
train,11641274,pos,MEDLINE,pos,pos_MEDLINE
train,11673426,pos,MEDLINE,pos,pos_MEDLINE
train,11679589,pos,MEDLINE,pos,pos_MEDLINE
train,11684019,pos,MEDLINE,pos,pos_MEDLINE
train,11685242,pos,MEDLINE,pos,pos_MEDLINE
train,11687524,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,11687658,pos,MEDLINE,pos,pos_MEDLINE
train,1168906,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,11693574,pos,MEDLINE,pos,pos_MEDLINE
train,11700563,pos,MEDLINE,pos,pos_MEDLINE
train,11702068,pos,MEDLINE,pos,pos_MEDLINE
train,11707391,pos,MEDLINE,pos,pos_MEDLINE
train,11711874,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,11713476,pos,MEDLINE,pos,pos_MEDLINE
train,11718560,pos,MEDLINE,pos,pos_MEDLINE
train,11723128,pos,MEDLINE,pos,pos_MEDLINE
train,11733528,pos,MEDLINE,pos,pos_MEDLINE
train,11734834,pos,MEDLINE,pos,pos_MEDLINE
train,11735820,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,11737640,pos,MEDLINE,pos,pos_MEDLINE
train,11738034,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,11738041,pos,MEDLINE,pos,pos_MEDLINE
train,11742976,pos,MEDLINE,pos,pos_MEDLINE
train,11743881,pos,MEDLINE,pos,pos_MEDLINE
train,11746698,pos,MEDLINE,pos,pos_MEDLINE
train,11749217,pos,MEDLINE,pos,pos_MEDLINE
train,11750080,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,11752989,far_neg,PMC,far_neg,far_neg_PMC
train,11772000,pos,MEDLINE,pos,pos_MEDLINE
train,11775155,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,11779503,pos,MEDLINE,pos,pos_MEDLINE
train,11780231,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,11786266,pos,MEDLINE,pos,pos_MEDLINE
train,11788603,pos,MEDLINE,pos,pos_MEDLINE
train,11790096,pos,MEDLINE,pos,pos_MEDLINE
train,11792710,pos,MEDLINE,pos,pos_MEDLINE
train,11801110,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,11803985,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,11807254,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,11807546,pos,MEDLINE,pos,pos_MEDLINE
train,11810463,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,11821050,pos,MEDLINE,pos,pos_MEDLINE
train,11823424,pos,MEDLINE,pos,pos_MEDLINE
train,11823641,pos,MEDLINE,pos,pos_MEDLINE
train,11823668,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,11823864,pos,MEDLINE,pos,pos_MEDLINE
train,11823865,pos,MEDLINE,pos,pos_MEDLINE
train,11839302,pos,MEDLINE,pos,pos_MEDLINE
train,11850423,pos,MEDLINE,pos,pos_MEDLINE
train,11850637,pos,MEDLINE,pos,pos_MEDLINE
train,11851406,pos,MEDLINE,pos,pos_MEDLINE
train,11852163,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,11860712,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,11867542,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,11869341,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,11875576,pos,MEDLINE,pos,pos_MEDLINE
train,11877198,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,11879179,pos,MEDLINE,pos,pos_MEDLINE
train,1188151,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,11883586,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,11884686,pos,MEDLINE,pos,pos_MEDLINE
train,11891239,pos,MEDLINE,pos,pos_MEDLINE
train,11896058,pos,MEDLINE,pos,pos_MEDLINE
train,11941504,pos,MEDLINE,pos,pos_MEDLINE
train,11956202,pos,MEDLINE,pos,pos_MEDLINE
train,11967569,pos,MEDLINE,pos,pos_MEDLINE
train,11970161,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,11980702,pos,MEDLINE,pos,pos_MEDLINE
train,11991956,pos,MEDLINE,pos,pos_MEDLINE
train,12004076,pos,MEDLINE,pos,pos_MEDLINE
train,12015158,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,12019586,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,12027456,pos,MEDLINE,pos,pos_MEDLINE
train,12032065,pos,MEDLINE,pos,pos_MEDLINE
train,12032088,pos,MEDLINE,pos,pos_MEDLINE
train,12038591,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,12048248,pos,MEDLINE,pos,pos_MEDLINE
train,12051714,pos,MEDLINE,pos,pos_MEDLINE
train,12054805,pos,MEDLINE,pos,pos_MEDLINE
train,12054806,pos,MEDLINE,pos,pos_MEDLINE
train,12057195,pos,MEDLINE,pos,pos_MEDLINE
train,12058066,pos,MEDLINE,pos,pos_MEDLINE
train,12064946,pos,MEDLINE,pos,pos_MEDLINE
train,12065580,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,12065587,pos,MEDLINE,pos,pos_MEDLINE
train,12069987,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,12076264,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,12085700,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,12086620,pos,MEDLINE,pos,pos_MEDLINE
train,12107152,pos,MEDLINE,pos,pos_MEDLINE
train,12110597,pos,MEDLINE,pos,pos_MEDLINE
train,12110687,pos,MEDLINE,pos,pos_MEDLINE
train,12119014,pos,MEDLINE,pos,pos_MEDLINE
train,12133834,pos,MEDLINE,pos,pos_MEDLINE
train,12135446,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,12142026,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,12144530,pos,MEDLINE,pos,pos_MEDLINE
train,12150912,pos,MEDLINE,pos,pos_MEDLINE
train,12169691,pos,MEDLINE,pos,pos_MEDLINE
train,12193654,pos,MEDLINE,pos,pos_MEDLINE
train,12196540,pos,MEDLINE,pos,pos_MEDLINE
train,12198488,pos,MEDLINE,pos,pos_MEDLINE
train,12199772,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,12205096,pos,MEDLINE,pos,pos_MEDLINE
train,12211008,pos,MEDLINE,pos,pos_MEDLINE
train,12212282,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,12221090,pos,MEDLINE,pos,pos_MEDLINE
train,12224183,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,12228710,pos,MEDLINE,pos,pos_MEDLINE
train,12230976,pos,MEDLINE,pos,pos_MEDLINE
train,12232536,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,12235363,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,12237287,pos,MEDLINE,pos,pos_MEDLINE
train,12271132,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,12284560,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,12289619,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,12311759,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,12354784,pos,MEDLINE,pos,pos_MEDLINE
train,12357811,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,12363250,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,12367520,pos,MEDLINE,pos,pos_MEDLINE
train,12372316,pos,MEDLINE,pos,pos_MEDLINE
train,12376535,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,12382682,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,12388725,pos,MEDLINE,pos,pos_MEDLINE
train,12403366,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,12412901,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,12414704,pos,MEDLINE,pos,pos_MEDLINE
train,12417334,pos,MEDLINE,pos,pos_MEDLINE
train,12423955,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,12426041,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,12426582,pos,MEDLINE,pos,pos_MEDLINE
train,12429095,pos,MEDLINE,pos,pos_MEDLINE
train,12429096,pos,MEDLINE,pos,pos_MEDLINE
train,12434148,pos,MEDLINE,pos,pos_MEDLINE
train,12460581,pos,MEDLINE,pos,pos_MEDLINE
train,12463047,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,12467573,pos,MEDLINE,pos,pos_MEDLINE
train,12478582,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,12500944,pos,MEDLINE,pos,pos_MEDLINE
train,12501191,pos,MEDLINE,pos,pos_MEDLINE
train,12526188,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,12529437,pos,MEDLINE,pos,pos_MEDLINE
train,12529538,pos,MEDLINE,pos,pos_MEDLINE
train,12531490,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,12533389,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,12533887,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,12535520,pos,MEDLINE,pos,pos_MEDLINE
train,12536699,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,12540830,pos,MEDLINE,pos,pos_MEDLINE
train,12562774,pos,MEDLINE,pos,pos_MEDLINE
train,12563298,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,12569097,pos,MEDLINE,pos,pos_MEDLINE
train,12571612,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,12573634,pos,MEDLINE,pos,pos_MEDLINE
train,12574112,pos,MEDLINE,pos,pos_MEDLINE
train,12575939,pos,MEDLINE,pos,pos_MEDLINE
train,12588876,pos,MEDLINE,pos,pos_MEDLINE
train,12593649,pos,MEDLINE,pos,pos_MEDLINE
train,12595246,pos,MEDLINE,pos,pos_MEDLINE
train,12606549,pos,MEDLINE,pos,pos_MEDLINE
train,12606564,pos,MEDLINE,pos,pos_MEDLINE
train,12620094,pos,MEDLINE,pos,pos_MEDLINE
train,12620235,pos,MEDLINE,pos,pos_MEDLINE
train,12621042,pos,MEDLINE,pos,pos_MEDLINE
train,12623208,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,12624182,pos,MEDLINE,pos,pos_MEDLINE
train,12628255,pos,MEDLINE,pos,pos_MEDLINE
train,12629860,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,12630860,pos,MEDLINE,pos,pos_MEDLINE
train,12637957,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
